episode,target_reward,episode_seed,episode_length,total_extrinsic_reward,total_intrinsic_reward,min_extrinsic_reward,median_extrinsic_reward,max_extrinsic_reward,max_x
0,intrinsic,73,200,-200.0,57.35881996899843,0.07610219717025757,0.25909121334552765,0.641537606716156,-0.3821990359751098
1,intrinsic,74,200,-200.0,68.14349592477083,0.12066473811864853,0.4186119884252548,0.4935159981250763,-0.5241598570748641
2,intrinsic,75,200,-200.0,70.73659306019545,0.09466052800416946,0.4051245152950287,0.5912984609603882,-0.43624014592164195
3,intrinsic,76,200,-200.0,82.01882831007242,0.07326698303222656,0.3835456669330597,0.7110132575035095,-0.4017058397132306
4,intrinsic,77,200,-200.0,91.90463230013847,0.09120550006628036,0.4623783677816391,0.681670069694519,-0.4698129654635547
5,intrinsic,78,200,-200.0,98.31235279142857,0.09354762732982635,0.4903697073459625,0.6762633919715881,-0.4852975418049237
6,intrinsic,79,200,-200.0,97.54431512951851,0.1542571634054184,0.4883679896593094,0.6718482375144958,-0.5095732340908863
7,intrinsic,80,200,-200.0,96.70563289523125,0.09357760101556778,0.47783081233501434,0.7203879952430725,-0.411184385321829
8,intrinsic,81,200,-200.0,94.26655610650778,0.10345868021249771,0.47420066595077515,0.6269004344940186,-0.509260975778974
9,intrinsic,82,200,-200.0,92.17877304553986,0.13632707297801971,0.4611888825893402,0.6369520425796509,-0.46167168451473495
