episode,target_reward,episode_seed,episode_length,total_extrinsic_reward,total_intrinsic_reward,min_extrinsic_reward,median_extrinsic_reward,max_extrinsic_reward,max_x
0,intrinsic,142000,200,-200.0,73.44921886920929,0.13956663012504578,0.36089977622032166,0.6697131991386414,-0.2759968891689418
1,intrinsic,142001,200,-200.0,74.76536232233047,0.15200559794902802,0.36378324031829834,0.5946791172027588,-0.3003520814762615
2,intrinsic,142002,200,-200.0,73.39100234210491,0.19489936530590057,0.3593073785305023,0.4991054832935333,-0.39463200060120607
3,intrinsic,142003,200,-200.0,75.52506591379642,0.2072957456111908,0.3869658261537552,0.4796578288078308,-0.4295528442579132
4,intrinsic,142004,200,-200.0,77.97838713228703,0.2197795808315277,0.3901362270116806,0.49308115243911743,-0.4279106013927505
5,intrinsic,142005,200,-200.0,77.56910532712936,0.2531137466430664,0.3877083957195282,0.4264557659626007,-0.49336716083263765
6,intrinsic,142006,200,-200.0,77.34459027647972,0.27495741844177246,0.38788481056690216,0.4353427290916443,-0.46522942529438677
7,intrinsic,142007,200,-200.0,77.14793574810028,0.25319331884384155,0.3875363767147064,0.4666347801685333,-0.4189818679350788
8,intrinsic,142008,200,-200.0,74.62167739868164,0.22994783520698547,0.3750595599412918,0.4262964725494385,-0.4575732208519218
9,intrinsic,142009,200,-200.0,73.16264443099499,0.20566408336162567,0.3678874522447586,0.41404658555984497,-0.4683810700747814
10,intrinsic,142010,200,-200.0,72.52002190053463,0.22295962274074554,0.3551146239042282,0.4758964478969574,-0.38418751950408525
11,intrinsic,142011,200,-200.0,72.9332023113966,0.15918400883674622,0.3630810081958771,0.46792173385620117,-0.38669116623068334
12,intrinsic,142012,200,-200.0,68.69854828715324,0.17708194255828857,0.35436296463012695,0.4224002957344055,-0.4168173130349767
13,intrinsic,142013,200,-200.0,68.60793769359589,0.19360750913619995,0.34540505707263947,0.38939741253852844,-0.46129168014235533
14,intrinsic,142014,200,-200.0,67.17159137129784,0.1957366019487381,0.33803004026412964,0.3682657778263092,-0.5006933438815988
15,intrinsic,142015,200,-200.0,66.55712895095348,0.1978386640548706,0.3323645740747452,0.3916833996772766,-0.5065867384947935
16,intrinsic,142016,200,-200.0,66.26016949117184,0.16716359555721283,0.33784595131874084,0.47522252798080444,-0.38165027174888255
17,intrinsic,142017,200,-200.0,66.18595443665981,0.1326960027217865,0.33848176896572113,0.47567394375801086,-0.36776615265660384
18,intrinsic,142018,200,-200.0,62.5412583053112,0.14031918346881866,0.31633424758911133,0.38552185893058777,-0.43206171509494645
19,intrinsic,142019,200,-200.0,61.87627075612545,0.1743653565645218,0.3113379627466202,0.3498462438583374,-0.45938852392375723
20,intrinsic,142020,200,-200.0,61.0832906216383,0.18004561960697174,0.307997927069664,0.3294776976108551,-0.4956861626075866
21,intrinsic,142021,200,-200.0,62.79513155668974,0.04844701290130615,0.32478292286396027,0.6305922865867615,-0.20747181586300828
