episode,target_reward,episode_seed,episode_length,total_extrinsic_reward,total_intrinsic_reward,min_extrinsic_reward,median_extrinsic_reward,max_extrinsic_reward,max_x
0,extrinsic,1000,200,-200.0,18.791259720921516,0.06668426841497421,0.0944313034415245,0.11965053528547287,-0.42538571196464564
1,extrinsic,1001,200,-200.0,21.202962923794985,0.05360465124249458,0.1021912433207035,0.18347369134426117,-0.2493243333438344
2,extrinsic,1002,200,-200.0,17.58632544800639,0.061676543205976486,0.08764762058854103,0.12211321294307709,-0.4022565470158739
3,extrinsic,1003,200,-200.0,19.789692416787148,0.05250813812017441,0.09306815639138222,0.16051876544952393,-0.29342952762373575
4,extrinsic,1004,200,-200.0,18.07484306395054,0.06618203222751617,0.09050142765045166,0.10669522732496262,-0.46541624981498975
5,extrinsic,1005,200,-200.0,18.218054566532373,0.05170328542590141,0.08642945066094398,0.17153814435005188,-0.24897508401220186
6,extrinsic,1006,200,-200.0,16.505755823105574,0.055712584406137466,0.08396671712398529,0.10924029350280762,-0.3760212304937734
7,extrinsic,1007,200,-200.0,18.890596337616444,0.05818109214305878,0.08252852410078049,0.1827981173992157,-0.3491010299432896
8,extrinsic,1008,200,-200.0,20.29000148549676,0.045135535299777985,0.09754481539130211,0.21465644240379333,-0.13402621314216184
9,extrinsic,1009,200,-200.0,16.14166894555092,0.05549011379480362,0.07552048563957214,0.12716051936149597,-0.30089453097085184
10,extrinsic,1010,200,-200.0,16.796595349907875,0.0426451601088047,0.0817626304924488,0.14630118012428284,-0.19459456355216337
11,extrinsic,1011,200,-200.0,14.282702125608921,0.04542603716254234,0.07244563102722168,0.12203288078308105,-0.31712838883952515
12,extrinsic,1012,200,-200.0,12.9331741258502,0.04091765731573105,0.06342821195721626,0.11563705652952194,-0.1650022575335192
13,extrinsic,1013,200,-200.0,12.386161383241415,0.039391689002513885,0.06215607188642025,0.08790107816457748,-0.2694547511829368
14,extrinsic,1014,200,-200.0,9.33469644188881,0.0425635389983654,0.045876890420913696,0.06544796377420425,-0.3677157140437053
15,extrinsic,1015,200,-200.0,9.058091390877962,0.03989601880311966,0.044269490987062454,0.06752289831638336,-0.32738358530572137
16,extrinsic,1016,200,-200.0,8.926600940525532,0.04022763669490814,0.04419427365064621,0.06396424770355225,-0.3530195494978101
17,extrinsic,1017,200,-200.0,13.580702442675829,0.03312460333108902,0.0654546283185482,0.14902415871620178,-0.15541352322076507
18,extrinsic,1018,200,-200.0,10.182916533201933,0.03446007892489433,0.046671103686094284,0.08543042838573456,-0.21809105164375908
19,extrinsic,1019,200,-200.0,9.373079061508179,0.03403714299201965,0.04374132119119167,0.07194225490093231,-0.2829139854621754
20,extrinsic,1020,200,-200.0,10.476511798799038,0.03203628212213516,0.051943015307188034,0.08345738053321838,-0.2455646662037622
21,extrinsic,1021,200,-200.0,9.665954951196909,0.03193825110793114,0.04785842262208462,0.07432866841554642,-0.2519538470229825
22,extrinsic,1022,200,-200.0,11.260339038446546,0.028447145596146584,0.05156203545629978,0.10551654547452927,-0.17055968788708767
23,extrinsic,1023,200,-200.0,9.261536348611116,0.030413705855607986,0.0426220390945673,0.07471104711294174,-0.25602137941309017
