episode,target_reward,episode_seed,episode_length,total_extrinsic_reward,total_intrinsic_reward,min_extrinsic_reward,median_extrinsic_reward,max_extrinsic_reward,max_x
0,intrinsic,103000,200,-200.0,7.493680546322139,0.00014557594840880483,0.026268422603607178,0.13314424455165863,-0.25789948418374437
1,intrinsic,103001,200,-200.0,4.775765246828087,0.0007189007010310888,0.019714786671102047,0.10823463648557663,-0.3545595267727074
2,intrinsic,103002,200,-200.0,4.756152745743748,0.00029149517649784684,0.02092847414314747,0.06155817583203316,-0.2976597337906387
3,intrinsic,103003,200,-200.0,7.571159339044243,0.00026821665233001113,0.03072552476078272,0.18446391820907593,-0.20982472399551708
4,intrinsic,103004,200,-200.0,4.558637620648369,0.0013983582612127066,0.021036756224930286,0.0597839392721653,-0.39647556352652025
5,intrinsic,103005,200,-200.0,6.418853315117303,0.0006406183238141239,0.023669148795306683,0.08531505614519119,-0.2896847403233983
6,intrinsic,103006,200,-200.0,6.659959350210556,6.676502380287275e-05,0.023167157545685768,0.10651861131191254,-0.29100303142408246
7,intrinsic,103007,200,-200.0,4.751681459238171,0.00017595132521819323,0.01745304185897112,0.0608680434525013,-0.32978233303336413
8,intrinsic,103008,200,-200.0,3.403255721903406,0.0010385798523202538,0.0131950662471354,0.06395196914672852,-0.42004527583356077
9,intrinsic,103009,200,-200.0,4.557938543148339,0.002081546001136303,0.01481855334714055,0.06919172406196594,-0.3842879797220686
10,intrinsic,103010,200,-200.0,9.500835851533338,0.0036352614406496286,0.03371327742934227,0.16725246608257294,-0.2108903894481878
11,intrinsic,103011,200,-200.0,4.418290011701174,0.0018195902230218053,0.01822028961032629,0.08306609839200974,-0.41201340173261725
12,intrinsic,103012,200,-200.0,4.6874057210516185,0.0026780238840729,0.017525075934827328,0.0702318474650383,-0.3594088871483371
13,intrinsic,103013,200,-200.0,3.1359166593756527,0.002377806231379509,0.01158433174714446,0.04936346411705017,-0.41246666888377936
14,intrinsic,103014,200,-200.0,4.2616491846274585,0.0024127382785081863,0.012039056047797203,0.07796628773212433,-0.4129141082688796
15,intrinsic,103015,200,-200.0,4.165980557911098,0.002295868704095483,0.016021928749978542,0.08149200677871704,-0.32477289570758605
16,intrinsic,103016,200,-200.0,3.5985979856923223,0.0022934144362807274,0.010464736260473728,0.05239680036902428,-0.4112061110881848
17,intrinsic,103017,200,-200.0,3.4122872806619853,0.0036668500397354364,0.010996280703693628,0.05825941264629364,-0.4164822443360183
18,intrinsic,103018,200,-200.0,2.794275969034061,0.0019577606581151485,0.010173250921070576,0.0372297540307045,-0.4408489113338869
19,intrinsic,103019,200,-200.0,2.5828898632898927,0.0026407937984913588,0.008895599283277988,0.042918067425489426,-0.4498268382636326
20,intrinsic,103020,200,-200.0,3.206230355426669,0.0033985483460128307,0.009175165556371212,0.05045684427022934,-0.39511427208912353
21,intrinsic,103021,200,-200.0,2.882125381962396,0.001604266231879592,0.008895205799490213,0.04457531496882439,-0.34923130721091084
22,intrinsic,103022,200,-200.0,2.0788719336269423,0.001912608277052641,0.006507856072857976,0.030141066759824753,-0.41971662569337304
23,intrinsic,103023,200,-200.0,3.1712355291238055,0.0014791438588872552,0.013469993136823177,0.05696336179971695,-0.3529874746683491
24,intrinsic,103024,200,-200.0,2.0690292846411467,0.002463306300342083,0.006842212053015828,0.027197886258363724,-0.49355786599803175
25,intrinsic,103025,200,-200.0,2.326259901165031,0.0005823096726089716,0.0058944502379745245,0.0362803116440773,-0.4439566042263995
26,intrinsic,103026,200,-200.0,2.073520012170775,0.00024533571559004486,0.005760619416832924,0.04394782707095146,-0.4222239800349538
27,intrinsic,103027,200,-200.0,1.7874207198619843,0.0031032601837068796,0.006646011024713516,0.025649381801486015,-0.4780988265464638
28,intrinsic,103028,200,-200.0,1.6632355344481766,0.0014376472681760788,0.00527971307747066,0.026570869609713554,-0.4506675560867602
29,intrinsic,103029,200,-200.0,1.3837611784110777,0.0003811640781350434,0.005047503625974059,0.019197536632418633,-0.4566912166187235
30,intrinsic,103030,200,-200.0,1.2685591359622777,0.002297227503731847,0.004446407547220588,0.02325555868446827,-0.4874224941518032
31,intrinsic,103031,200,-200.0,1.5056820929748937,0.0011229709489271045,0.005111187230795622,0.0290171280503273,-0.4489260177393086
32,intrinsic,103032,200,-200.0,1.2421833251137286,0.0017525327857583761,0.004392493749037385,0.0192277655005455,-0.46664483962180303
33,intrinsic,103033,200,-200.0,1.70581196580315,0.0009301645332016051,0.005221614381298423,0.03481269255280495,-0.4277985907170526
34,intrinsic,103034,200,-200.0,1.5104049946239684,0.00029422834631986916,0.005260942270979285,0.031248927116394043,-0.4044786091373147
35,intrinsic,103035,200,-200.0,1.2702759360545315,0.0006629431736655533,0.00382168497890234,0.020172560587525368,-0.4639652825308749
36,intrinsic,103036,200,-200.0,1.2373284379718825,0.0012865085154771805,0.004236950073391199,0.02819654904305935,-0.4534253047758735
37,intrinsic,103037,200,-200.0,1.0909823793917894,0.0012507936917245388,0.003577784518711269,0.024406250566244125,-0.41932510257101785
38,intrinsic,103038,200,-200.0,2.110766918049194,0.0007444634102284908,0.009624972473829985,0.03554680570960045,-0.3885166370906611
39,intrinsic,103039,200,-200.0,1.3738707229495049,0.0007599754026159644,0.004853173857554793,0.025552449747920036,-0.43161535293235365
40,intrinsic,103040,200,-200.0,0.9596243976266123,0.0006129659013822675,0.0037279078969731927,0.01740962080657482,-0.47858744927945035
41,intrinsic,103041,200,-200.0,1.0159749544691294,0.000547513016499579,0.0036710042040795088,0.02299635484814644,-0.45698323816074504
