episode,target_reward,episode_seed,episode_length,total_extrinsic_reward,total_intrinsic_reward,min_extrinsic_reward,median_extrinsic_reward,max_extrinsic_reward,max_x
0,intrinsic,4000,200,-200.0,88.47924470901489,0.2517114281654358,0.43908265233039856,0.7258641719818115,-0.36854134347721906
1,intrinsic,4001,200,-200.0,89.74096298217773,0.3163062334060669,0.4424927532672882,0.637606143951416,-0.446814745073698
2,intrinsic,4002,200,-200.0,89.30309072136879,0.2550804913043976,0.4398260861635208,0.7202973365783691,-0.37981580250983393
3,intrinsic,4003,200,-200.0,84.99355629086494,0.3065662384033203,0.420400470495224,0.6470016241073608,-0.4305159416196721
4,intrinsic,4004,200,-200.0,82.15903067588806,0.28821489214897156,0.41338492929935455,0.6395593881607056,-0.408305820424831
5,intrinsic,4005,200,-200.0,80.93903985619545,0.30169564485549927,0.41000837087631226,0.6074683666229248,-0.4307331300361623
6,intrinsic,4006,200,-200.0,78.09369072318077,0.3108671009540558,0.3838384598493576,0.5817586183547974,-0.46046069834960646
7,intrinsic,4007,200,-200.0,76.09742543101311,0.2871516942977905,0.3737351596355438,0.5649891495704651,-0.4360691659056475
8,intrinsic,4008,200,-200.0,72.74883930385113,0.1428436040878296,0.353069931268692,0.5928424000740051,-0.24935333766902434
9,intrinsic,4009,200,-200.0,77.33141860552132,0.02199401520192623,0.36853155493736267,0.9161489009857178,0.05901908640846125
10,intrinsic,4010,200,-200.0,65.7513039112091,0.18706119060516357,0.32379359006881714,0.40893852710723877,-0.3148448842504384
11,intrinsic,4011,200,-200.0,68.32858243584633,0.22208638489246368,0.32965439558029175,0.530937135219574,-0.3667455281843298
12,intrinsic,4012,200,-200.0,71.54965622723103,0.16132009029388428,0.3712939918041229,0.5077173113822937,-0.2914479776011528
13,intrinsic,4013,200,-200.0,69.40332961082458,0.17036372423171997,0.3742886334657669,0.5260896682739258,-0.30828584297345624
14,intrinsic,4014,200,-200.0,65.68126460909843,0.17786654829978943,0.3409831374883652,0.43209296464920044,-0.32419305987900426
